200.	    179.08
273.15      217.90
298.15      233.1
300.        234.18
400.        297.98
500.        356.43
600.        405.85
700.        446.43
800.        479.90
900.        508.36
1000.       531.79
1100.       551.87
1200.       569.44
1300.       585.76
1400.       598.31
1500.       610.86
