3.000000000000000000e+02 2.799446038367769916e+02
3.500000000000000000e+02 3.165600865840831375e+02
4.000000000000000000e+02 3.489689596569912169e+02
4.500000000000000000e+02 3.782481314107331514e+02
5.000000000000000000e+02 4.042854009561670523e+02
5.500000000000000000e+02 4.270115994412979603e+02
6.000000000000000000e+02 4.439363074882363662e+02
6.500000000000000000e+02 4.550764203192818513e+02
7.000000000000000000e+02 4.617240064754034279e+02
7.500000000000000000e+02 4.615177426901532272e+02
8.000000000000000000e+02 4.558357615787945747e+02
8.500000000000000000e+02 4.411706626676531187e+02
9.000000000000000000e+02 4.202187839278085448e+02
9.500000000000000000e+02 3.907909302414023500e+02
1.000000000000000000e+03 3.532052210907662584e+02
1.050000000000000000e+03 6.529485056065013850e+02
1.100000000000000000e+03 6.643673962467896672e+02
1.150000000000000000e+03 6.754103561694172413e+02
1.200000000000000000e+03 6.860951718531196093e+02
1.250000000000000000e+03 6.964286497856558071e+02
1.300000000000000000e+03 6.297314877621744245e+02
1.350000000000000000e+03 6.394111472784172747e+02
1.400000000000000000e+03 6.487844555442470664e+02
1.450000000000000000e+03 6.578649493941856008e+02
1.500000000000000000e+03 6.666660393097780570e+02
1.550000000000000000e+03 6.751973915402597868e+02
1.600000000000000000e+03 6.834757817405576361e+02
1.650000000000000000e+03 6.915142413332886235e+02
1.700000000000000000e+03 6.993256753880932592e+02
1.750000000000000000e+03 7.069228626216364546e+02
1.800000000000000000e+03 7.143184553976071811e+02
1.850000000000000000e+03 7.215285976060512212e+02
1.900000000000000000e+03 6.518652350477379969e+02
1.950000000000000000e+03 6.587415487413627488e+02
2.000000000000000000e+03 6.654728496610755428e+02
2.050000000000000000e+03 6.720711584056853098e+02
2.100000000000000000e+03 6.785483692210240179e+02
2.150000000000000000e+03 6.849198678792811279e+02
2.200000000000000000e+03 6.911972959203368418e+02
2.250000000000000000e+03 6.206953325534611849e+02
2.300000000000000000e+03 6.268298922058503422e+02
2.350000000000000000e+03 6.329081656221554795e+02
2.400000000000000000e+03 6.389485246890188819e+02
2.450000000000000000e+03 6.449619791814405971e+02
2.500000000000000000e+03 5.742625765438103826e+02
2.550000000000000000e+03 5.802655994384430187e+02
2.600000000000000000e+03 5.862812247244435184e+02
2.650000000000000000e+03 5.923235746442408072e+02
2.700000000000000000e+03 5.217098091096530652e+02
2.750000000000000000e+03 5.278474696124250158e+02
2.800000000000000000e+03 5.340534633584234143e+02
2.850000000000000000e+03 5.403414071781727444e+02
2.900000000000000000e+03 4.700243376922532548e+02
2.950000000000000000e+03 4.765129088598399676e+02
3.000000000000000000e+03 4.831235224748942301e+02
3.050000000000000000e+03 4.131688360990692104e+02
3.100000000000000000e+03 4.200627425119437248e+02
3.150000000000000000e+03 4.271212644485517558e+02
3.200000000000000000e+03 3.576494446529507627e+02
3.250000000000000000e+03 3.650680326044580966e+02
3.300000000000000000e+03 3.726890540998467714e+02
3.350000000000000000e+03 3.038244085829128380e+02
3.400000000000000000e+03 3.118872307153787347e+02
3.450000000000000000e+03 2.434923312574543388e+02
3.500000000000000000e+03 2.520525921649099814e+02
3.550000000000000000e+03 2.608830253489709889e+02
3.600000000000000000e+03 1.932948984885535992e+02
3.650000000000000000e+03 2.027007144804998404e+02
3.700000000000000000e+03 1.357146523201394359e+02
3.750000000000000000e+03 1.457525800776952849e+02
3.800000000000000000e+03 7.942480616321174125e+01
3.850000000000000000e+03 9.014694594095993807e+01
3.900000000000000000e+03 2.453267299436508253e+01
3.950000000000000000e+03 3.599373210241318333e+01
