200.     113.1
273.15   143.3
298.15   154.1
300.     155.0
400.     198.5
500.     238.0
600.     271.7
700.     300.2
800.     324.3
900.     344.8
1000.    362.3
1100.    377.3
1200.    390.2
1300.    401.4
1400.    411.0
1500.    419.3
